id,latitude,longitude,place_name,county,alternate_name,distance_to_london,number_mps,silver_street,location_uncertain,reference
http://data.ordnancesurvey.co.uk/id/4000000074577032,50.952,-4.1432,Torrington,Devonshire,Great Torrington,194,,,,http://archaeologydataservice.ac.uk/archiveDS/archiveDownload?t=arch-2733-1/dissemination/pdf/towns/Great_Torrington_EUS_Report.pdf
http://data.ordnancesurvey.co.uk/id/4000000074555093,50.4314,-3.6893,Totness,Devonshire,Totnes,195,2,,,http://archaeologydataservice.ac.uk/archiveDS/archiveDownload?t=arch-2733-1/dissemination/pdf/towns/Totnes_EUS_Report.pdf
http://data.ordnancesurvey.co.uk/id/4000000074576409,50.9064,-3.3274,Uffculme,Devonshire,,162,,,,
http://data.ordnancesurvey.co.uk/id/4000000074551121,50.856,-2.1654,Beaminster,Dorsetshire,Blandford Forum,104,,,,
http://data.ordnancesurvey.co.uk/id/4000000074576929,50.809,-2.7391,Beaminster,Dorsetshire,,137,,,,
http://data.ordnancesurvey.co.uk/id/4000000074553810,50.7335,-2.7582,Bridport,Dorsetshire,,134,2,,,
http://data.ordnancesurvey.co.uk/id/4000000074553010,50.8091,-2.4757,Cerne Abbas,Dorsetshire,,121,,,,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning/planning-constraints/conservation-areas/west-dorset/pdfs/cerne-abbas-charminster-sydling-st-nicholas-and-godmanstone-conservation-area-appraisal.pdf
http://data.ordnancesurvey.co.uk/id/4000000074553410,50.6384,-2.057599,Corfe Castle,Dorsetshire,,120,2,,,https://www.british-history.ac.uk/rchme/dorset/vol2/pp52-100#p157
http://data.ordnancesurvey.co.uk/id/4000000074313201,50.9194,-1.923,Cranbourne,Dorsetshire,Cranborne,92,,,1,
http://data.ordnancesurvey.co.uk/id/4000000074550040,50.7154,-2.4366,Dorchester,Dorsetshire,,120,2,,,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning/planning-constraints/conservation-areas/west-dorset/pdfs/dorchester-conservation-area-appraisal-part-one.pdf
http://data.ordnancesurvey.co.uk/id/4000000074550799,50.7246,-2.9334,Lyme,Dorsetshire,Lyme Regis,143,2,0.75,,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning/planning-constraints/conservation-areas/west-dorset/pdfs/lyme-regis-conservation-area-appraisal-review.pdf
http://data.ordnancesurvey.co.uk/id/4000000074550413,50.7146,-1.9874,Poole,Dorsetshire,,106,2,,,https://www.british-history.ac.uk/rchme/dorset/vol2/pp189-240#p77
http://data.ordnancesurvey.co.uk/id/4000000074551489,51.0058,-2.1974,Shaftesbury,Dorsetshire,,101,2,,,
http://data.ordnancesurvey.co.uk/id/4000000074552254,50.9469,-2.5154,Sherborne,Dorsetshire,,117,,,,
http://data.ordnancesurvey.co.uk/id/4000000074551876,50.9594,-2.3783,Stalbridge,Dorsetshire,,113,,,,https://www.dorsetforyou.gov.uk/libraries-history-culture/local-history-heritage/pdf/historic-towns/stalbridge/stalbridge-part-5.1-and-5.2-medieval-and-post-medieval-february-2011.pdf
